BeverageSegment,Brand,DigitalCatalogProductName,WineVarietal,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,ProductDescShort,ProductDescLong,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,ProductBullet06,ProductBullet07,ProductBullet08,ProductBullet09,ProductBullet10,ProductBullet11,ProductBullet12,SurgeonGeneralWarning,ProductDisclaimerSparkling,ProductPlaceOfOrigin,CountryOfOrigin,LegalSocialResponsibility,LegalMandatoryStatement,Image_package_front,Image_package_right,Image_package_left,Image_bottle_standard,Image_label_front,Image_label_back,Image_can_standard,Image_box_front,Image_box_right,Image_box_left,Nutrition_Ingredients,ABV
Spirits,The Real McCoy,"The Real McCoy 12 Year Single Blended Aged Rum, 750 mL Bottle, 92 Proof",,750,mL,1,,Bottle,"The Real McCoy 12 Year Aged Distiller's Proof Single Blended Rum is a traditional, small batch, barrel aged Barbados dark rum with no added sugar. It's exceptionally smooth straight or on the rocks.","The Real McCoy 12 Year Aged Distiller's Proof Single Blended Rum is real rum: unmodified and made in small batches in copper pot and column stills, then tropically aged for 12 years in American oak bourbon barrels with no added sugar, flavor or chemical stabilizers.* This aged dark rum is single sourced and produced by the 4th generation family Foursquare Distillery in Barbados. This 750 mL bottle of rum features buttery oak, earthy notes and spicy dark chocolate on the nose, with complex wood and spice notes on the palate and a long, elegant finish. Ideal sipped straight or on the rocks, this Caribbean rum also works well in premium cocktails. Unadulterated in the Prohibition Tradition of legendary rum runner Bill McCoy, this is the genuine article� It's The Real McCoy. Consume Considerately. *Gluten free, 0 fat, 0 carbs, 0 protein, 111 cals per 1.5 oz serving per Brewing & Distilling Analytics, KY. 46% alc. by vol. �2020. Imported by Real McCoy Spirits, Canandaigua, NY.",One 750 mL bottle of The Real McCoy 12 Year Aged Distiller's Proof  Single Blended Rum,,,"Offers buttery oak, earthy notes and spicy dark chocolate on the nose",Ex-bourbon barrel aged rum with complex wood and spice notes,"Mature, balanced ex-bourbon barrel aged rum comparable to a fine whiskey with a long, elegant finish",A single estate blend of 12 year barrel aged copper pot and column distillates,"Real rum. No added sugar or flavor. Gluten free, 0 fat, 0 carbs, 0 protein, 111 cals/1.5 oz serving","Elegant and approachable, this finely aged Barbados rum is perfect for sipping neat or on the rocks",This 92 proof rum is 46% alcohol by volume,,"Inspired by Prohibition's Bill McCoy, gentleman rum runner of untainted rum known as The Real McCoy","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Barbados,Barbados,Consume Considerately.,"� 2020. Imported by Real McCoy Spirits, Canandaigua, NY.  46% alc. by vol.",,,,http://images.salsify.com/image/upload/s---CU-PE3Y--/npbu40lpjfyhyprajscv.png,http://images.salsify.com/image/upload/s--AxKciI0N--/kuqce31fv05op57cqkog.jpg,http://images.salsify.com/image/upload/s--46rAtJuH--/hmqpfrrh5fklckbh2zrf.jpg,,,,,, 92 Proof
Spirits,Paul Masson Grande Amber,"Paul Masson Grande Amber Pineapple Brandy, 200 mL Bottle, 54 Proof",,200,mL,1,,Bottle,Grande Amber Pineapple is a delicate balance of Paul Masson brandy with  candied pineapple and tropical fruit aromas. It has a balanced body that is a perfect addition to countless cocktail recipes.,"Aged in oak barrels, Paul Masson Brandy is an award-winning favorite with a rich amber glow and slightly sweet taste profile. Grande Amber Pineapple is a delicate balance of Paul Masson brandy with overtones of candied pineapple and tropical fruit aromas. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. Ideal for a Pineapple Tropicola, Paul Masson Pineapple Brandy has a balanced body that is a perfect addition to countless cocktail recipes.",,A rich amber glow and slightly sweet taste profile,,,,,,,Ideal for Pineapple Tropicola and perfect addition to countless cocktail recipes,,,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Relax Responsibly.,"� 2020 Paul Masson, Canandaigua, NY. 27% alc./vol. (54 proof)",,,,http://images.salsify.com/image/upload/s--d5rwWD56--/x9spalyl1nci3ww9hpz0.png,,,,,,,, 54 Proof
Spirits,High West,"High West Yippee Ki-Yay Whiskey, 750 mL Bottle, 92 Proof",,750,mL,1,,Bottle,"High West Yippee Ki-Yay Barrel Aged Rye Whiskey is aged in two different types of wine barrels, resulting in an all-natural double rye. With just the right amount of sweetness, it is a great aperitif.","High West Yippee Ki-Yay Barrel Aged Rye Whiskey is double rye whiskey aged in two different types of wine barrels, creating an all-natural sipping whiskey with just the right amount of sweetness. This blended whiskey is aged from 2 to 16 years in new, charred, white American oak barrels and finished in French oak barrels that previously contained vermouth and syrah wine. The resulting 750 mL bottle of whiskey opens with tastes of bold cinnamon spice and orange rind before giving way to silky vanilla, herb and blackberry whiskey flavors. Perfect for those who like their whiskey straight up, this double rye is best enjoyed at room temperature, neat, after sitting in the glass for a few minutes to open up to the bouquet to its full potential. Try the bold, unique and award-winning flavor of this High West Whiskey as an aperitif. Choose High West and enjoy delicious craft whiskey made with the pioneering spirit of the West. Sip Responsibly. � 2020 High West Distillery, Park City, UT. 46% alc. by vol.",One 750 mL bottle of High West Yippee Ki-Yay Barrel Aged Rye Whiskey,A unique blend of straight rye whiskeys,,"Includes notes of cassia bark, black cherry, star anise, fruit leather, clove and brown sugar","Offers flavors of cinnamon spice and orange rind with layers of vanilla, blackberry and dried herbs",FInishes with a lively interplay between berry fruit and rye spice,Aged from 2 to 16 years in wine barrels that previously contained vermouth and syrah,,"Best enjoyed neat at room temperature, in a glass that has been sitting idle for a few minutes",This 92 proof whiskey is 46% alcohol by volume,,Delicious craft whiskey made with the pioneering spirit of the West,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Utah,United States,Sip Responsibly.,"� 2020 High West Distillery, Park City, UT.  46% alc. by vol.",,,,http://images.salsify.com/image/upload/s--Q9th3jhC--/zahdczy7u0uoihdgjr9b.png,http://images.salsify.com/image/upload/s--SpBnwGuu--/m7mwjhqax3qtrec83yvt.jpg,http://images.salsify.com/image/upload/s--59PPf3my--/sogbbkvmr2aqeiplznnl.jpg,,,,,, 92 Proof
Spirits,The Real McCoy,"The Real McCoy 3 Year Single Blended Aged, White Rum, 1 L Bottle, 80 Proof",,1,L,1,,Bottle,"The Real McCoy 3 Year Single Blended White Rum is a traditional small batch, barrel aged Barbados rum with no sugar added. Citrus hints, coconut, nutmeg & oak make it perfect in premium rum cocktails.","The Real McCoy 3 Year Aged Single Blended White Rum is real rum: unmodified and made in small batches in copper pot and column stills, then tropically aged in American oak bourbon barrels with no added sugar, flavor or chemical stabilizers.* This aged light rum is single sourced from the 4th generation Foursquare Distillery in Barbados. Charcoal filtration removes much of the natural color while maintaining complex flavor and aroma for a rare silver sipper with hints of citrus, vanilla, buttery caramel, toasted coconut, nutmeg and subtle oak and a warm finish. With a 93, ""Exceptional, Best Buy"" from BTI/Tastings.com in 2019, this 1 L bottle of rum delivers premium quality to any cocktail � savory, spicy or sweet. This 80-proof aged rum is presented unadulterated in the Prohibition Tradition of legendary rum runner Bill McCoy. This is the genuine article� It's The Real McCoy. Consume Considerately. *Gluten free, 0 fat, 0 carbs, 0 protein, 98 cals per 1.5 oz serving per Brewing & Distilling Analytics, KY. 40% alc. by vol. � 2019. Imported by Real McCoy Spirits, Canandaigua, NY",One 1 L bottle of The Real McCoy 3 Year Aged Single Blended White Rum,,,"A nose of bright citrus, dusty vanilla, subtle oak and nutmeg",Offers notes of vanilla with hints of toasted coconut and buttery marzipan,"Rare, unsweetened filtered light rum with a gentle finish that comes with age",Barrel aged and charcoal filtered to leave a hint of barrel color while maintaining complexity,"Real rum. No added sugar or flavor. Gluten free, 0 fat, 0 carbs, 0 protein, 98 cals/1.5 oz serving",Enjoy this barrel aged rum in spirit forward rum cocktails or on the rocks,This 80 proof rum is 40% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Barbados,Barbados,Consume Considerately.,"� 2020. Imported by Real McCoy Spirits, Canandaigua, NY.  40% alc. by vol.",,,,http://images.salsify.com/image/upload/s--76fnGb0y--/fbpc45ljfo70ue8gpkfu.png,,,,,,,, 1 L Bottle
Spirits,Paul Masson Grande Amber,"Paul Masson Grande Amber VS Brandy, 375 mL Bottle, 80 Proof",,375,mL,1,,Bottle,Paul Masson Grande Amber VS Brandy has a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. It has a balanced body that is a perfect addition to cocktail recipes.,"Crafted with over 100 years of knowledge, aged in Oak barrels, Paul Masson VS is an award-winning favorite. This 80-proof brandy is aged in oak barrels for three years - one year longer than required of traditional brandies. The additional ageing of our product results in a greater overall brandy character and complexity than traditional brandies. Enjoy the smooth taste of Paul Masson Grande Amber VS Brandy, with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. With a balanced body that is a perfect addition to countless cocktail recipes, ideal for a Mango Colada.",,A rich amber glow and slightly sweet taste profile,,,Features notes of caramel and vanilla,,,,A perfect addition to cocktail recipes,80-proof,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Relax Responsibly.,"� 2020 Paul Masson, Canandaigua, NY. �40% alc./vol. (80 proof)",,,,http://images.salsify.com/image/upload/s--1oZAxNvs--/bss9upfjnngpknkkrnow.png,,,,,,,, 80 Proof
Spirits,High West,"High West Bourye Whiskey, 750 mL Bottle, 92 Proof",,750,mL,1,,Bottle,"High West is Utah�s first distillery, born in 1879. This 92-proof is unique and premium blend of rich bourbon and rye whiskeys, making for a premier sipping whiskey. Enjoy neat or with a little water.","High West is Utah�s first distillery, born in 1879.�High West Bourye Whiskey is a 92-proof, unique and premium blend of rich bourbon and rye whiskeys, making for a premier sipping whiskey. All whiskeys in this carefully crafted blend are a minimum of 10 years old and sourced from multiple distilleries. The flavor tastes of sweet honey nougat, rich caramel, dark ginger cake, mulling spices, and dried cherries with a long and rich finish. Bourye is best enjoyed around a campfire while looking at the Milky Way. Sip straight or with a little water.",,,,,"Tastes of sweet honey nougat, rich caramel, and dark ginger cake",Mulling spices and dried cherries lead to a long and rich finish,,,"Best enjoyed around a campfire, sipped straight or with a little water",92-proof,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Utah,United States,Sip Responsibly.,"� 2020 High West Distillery, Park City, UT.  46% alc. by vol.",,,,http://images.salsify.com/image/upload/s--9tJDitC7--/gl6aoeppzygejvknqmkp.png,http://images.salsify.com/image/upload/s--UNfN5h7O--/lz9m9ewnuvvpjitzjsrh.jpg,http://images.salsify.com/image/upload/s--u2OkruHA--/gtufwogxvbbriqcedeqw.jpg,,,,,, 92 Proof
Spirits,SVEDKA,"SVEDKA Blue Raspberry Flavored Vodka, 100 mL Plastic Bottle, 70 Proof",,100,mL,1,,Bottle,"SVEDKA Blue Raspberry Flavored Vodka delivers a full, natural blue raspberry flavor that ends with a hard citrus crank. Enjoy this SVEDKA vodka on the rocks or create delicious cocktails.","SVEDKA Blue Raspberry Flavored Vodka is a smooth, easy-drinking Swedish vodka that can be easily enjoyed straight or in delicious cocktails. Made from the finest spring water and Swedish winter wheat, this award-winning blue raspberry vodka is distilled five times to remove impurities, producing a pure, clear taste with a balanced body and a crisp finish. Delivering a full, natural blue raspberry flavor with rounded sweetness in every sip, ending with a hard citrus crank, this SVEDKA vodka is delicious on the rocks or in vodka cocktails like a Blue Heaven, Bitter Raz, Blue Bulldog or Blue Rasmopolitan. Dive in and enjoy a delicious blue raspberry drink. Serve this 100 mL bottle of vodka chilled at your next backyard barbecue, poolside celebration or house party. BRING YOUR OWN SPIRIT. ENJOY RESPONSIBLY. � 2020 Spirits Marque One, San Francisco, CA. 35% alc. by vol. (70 proof)",One 100 mL bottle of SVEDKA Blue Raspberry Flavored Vodka,,,,"Delicious vodka with full, natural blue raspberry flavor that ends a hard citrus crank",This easy drinking Swedish vodka offers rounded sweetness and crisp finish,Made from the finest spring water and Swedish winter wheat and distilled five times for a pure taste,,"Mix this blue raspberry vodka into a Blue Heaven, Bitter Raz, Blue Bulldog or Blue Rasmopolitan",This 70 proof vodka is 35% alcohol by volume,,"Whatever it is that makes you unique, SVEDKA encourages you to bring it - BRING YOUR OWN SPIRIT","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Sweden,Sweden,ENJOY RESPONSIBLY.,"� 2020 Spirits Marque One, San Francisco, CA.  35% alc. by vol. (70 proof)",,,,http://images.salsify.com/image/upload/s--5JxXmyHH--/s-342d6e14-1a30-4960-89eb-7de6b9657ef1.png,,,,,,,, 70 Proof
Spirits,Paul Masson Grande Amber,"Paul Masson Grande Amber VSOP Brandy, 375 mL Bottle, 80 Proof",,375,mL,1,,Bottle,"Paul Masson Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates a rich flavor, fine aroma, and extra smooth taste.","Aged in oak barrels, Paul Masson VSOP is an award-winning favorite with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. Grande Amber VSOP is a superior brandy exquisitely blended and aged for four years. This unique and premium blend creates the rich flavor, fine aroma, and extra smooth taste that you�d expect from only the finest brandy. Crafted with over 100 years of knowledge, from the oak-aging process to the care in selecting only the finest grapes, Grande Amber upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. It has a balanced body that is a perfect addition to countless cocktail recipes.",,A rich amber glow and slightly sweet taste profile,,,"Features notes of caramel and vanilla, aged for four years",,,,A perfect addition to cocktail recipes,,,Crafted with over 100 years of knowledge,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,California,United States,Relax Responsibly.,"� 2020 Paul Masson, Canandaigua, NY. �40% alc./vol. (80 proof)",,,,http://images.salsify.com/image/upload/s--gNqPV2T7--/htorzhtwhcwnvf882x6t.png,,,,,,,, 80 Proof
Spirits,Belle Meade Bourbon,"Belle Meade Bourbon Sherry Cask Whiskey, 375 mL Bottle, 90.4 Proof",,375,mL,1,,Bottle,"Belle Meade Sherry Cask Finished bourbon is rested in Oloroso sherry casks imparting the intense flavor of more than 20 years of sherry production. Serve on the rocks, neat, or mixed in a cocktail.","The Belle Meade Sherry Cask Finished Bourbon is rested in Oloroso Sherry casks, this bourbon represents the best of Old and New World whiskey. To craft a bourbon with remarkable character, we blend the best selections from our nine-year Reserve stock and age it in casks that carry the intense flavor of more than 20 years of Sherry production. Rich, intricate, and finely balanced, this 90.4-proof, nonchill-filtered bourbon is an inspiring choice for cocktails, or enjoyed neat or on the rocks with just a splash of water. Exudes flavors of rich dried stone fruit with caramel and floral notes, followed by rye spice, vanilla bread pudding and spiced cocoa. Proudly bottled in the state of Tennessee. Please enjoy responsibly. � 2019 Nelson's Green Brier Distillery, Nashville, TN. 45.2% alc. by vol. (90.4 proof)",One 375 mL bottle of Belle Meade Bourbon Sherry Cask Whiskey,"High-rye, cask finished, blended bourbon",,"Rich dried stone fruit with caramel and floral notes, followed by rye spice, vanilla bread pudding and spiced cocoa",,Smooth high-rye bourbon finish,Unique mash bill with a high-rye backbone gives Belle Meade bourbon a unique complexity,Proudly bottled in the state of Tennessee,"Terrific served on the rocks, neat, or mixed into your favorite cocktail",This 90.4 proof bourbon is 45.2% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Undefined,United States,,,,,,http://images.salsify.com/image/upload/s--OMqBRRQi--/le3ynlquk8eyayzzsz1v.png,,,,,,,, 90.4 Proof
Spirits,Belle Meade Bourbon,"Belle Meade Bourbon Madeira Cask Whiskey, 750 mL Bottle, 90.4 Proof",,750,mL,1,,Bottle,"Belle Meade Madeira Cask Finished Bourbon is rested in malmsey madeira casks imparting a robust flavor and distinct finish. Terrific served on the rocks, neat, or mixed into your favorite cocktail.","The Malmsey Madeira casks used to finish this Belle Meade bourbon give it a strikingly robust flavor profile unrivaled in the world of whiskey. Fortified, �cooked,� and aged in time honored tradition, Malmsey Island Madeira is renowned for its rich, sweet, honeyed flavor. Enjoy the warmth and exceptional smoothness of this blend of non-chill filtered, 90.4-proof, 7- to 10-year-old bourbons on the rocks or neat with a splash of water. Its distinctive character also puts a delicious spin on classic cocktails. Hints of dark honey, vanilla, dried black cherry, and hints of tofee and baking spices lead the finish with a touch of malt and chocolate. Proudly bottled in the state of Tennessee. Please enjoy responsibly. � 2019 Nelson's Green Brier Distillery, Nashville, TN. 45.2% alc. by vol. (90.4 proof)",One 750 mL bottle of Belle Meade Bourbon Madeira Cask Whiskey,"High-rye, cask finished, blended bourbon",,"Dark honey, vanilla, dried black cherry, and hints of tofee and baking spices lead the finish with a touch of malt and chocolate",,Smooth high-rye bourbon finish,Unique mashbill with a high-rye backbone gives Belle Meade bourbon a unique complexity,Proudly bottled in the state of Tennessee,"Terrific served on the rocks, neat, or mixed into your favorite cocktail",This 90.4 proof bourbon is 45.2% alcohol by volume,,,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Undefined,United States,,,,,,http://images.salsify.com/image/upload/s--mMqy9uX9--/ai2mzp6rw9azc3olq5jz.png,,,,,,,, 90.4 Proof
Spirits,High West,"High West Double Rye Whiskey, 750 mL Bottle, 92 Proof",,750,mL,1,,Bottle,"High West Double Rye! Barrel Aged Rye Whiskey is a very spicy rye whiskey with a perfect balance of cinnamon, anise and honey. It stands out in cocktails, neat or on the rocks.","High West Double Rye! Barrel Aged Rye Whiskey combines a young, spicy 2-year-old rye whiskey with a smooth, older counterpart. The resulting blended whiskey features a spirited flavor with rye spices up front, then menthol, mint, eucalyptus and herbal tea with wildflower honey underneath, gradually sweetening through the finish with a hint of anise. This fine 92-proof American whiskey blends straight ryes that undergo oak barrel aging for two to seven years in new, charred white oak barrels. The spicy flavor of this 750 mL bottle of whiskey fortifies classics like an Old Fashioned or Manhattan cocktail. With a perfect balance of cinnamon, anise, and honey whiskey flavors, High West Double Rye! is also great served neat � with a little water � or on the rocks. Try this whiskey straight up in the solitude of a campfire, savor it with favorite old friends or share it with a good-looking stranger. Choose High West and enjoy delicious craft whiskey made with the pioneering spirit of the West. Please drink responsibly. � 2020 High West Distillery, Park City, UT.",One 750 mL bottle of High West Double Rye! Barrel Aged Rye Whiskey,A spicy blend of straight rye whiskeys,,"Presents aromas of mint and cinnamon, with gin-like botanicals","Offers flavors of rye spices up front, then menthol, eucalyptus and herbal tea with wildflower honey",Gradually sweetens through the finish with a hint of anise,Aged from two to seven years in charred white oak barrels,,"Stands out in whiskey cocktails, neat � with a little water � or on the rocks",This 92 proof whiskey is 46% alcohol by volume,,Delicious craft whiskey made with the pioneering spirit of the West,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Utah,United States,Sip Responsibly.,"� 2020  High West Distillery, Park City, UT.  46% alc. by vol.",,,,http://images.salsify.com/image/upload/s---gaf-jrZ--/ikzcjrgce0kkqy0wj7t2.png,http://images.salsify.com/image/upload/s--Q6wHYJ2k--/mcz33c8icw9xxmhlg4q9.jpg,http://images.salsify.com/image/upload/s--kuuOoaTt--/gsrvhpnhnrkairz2hw7h.jpg,,,,,, 92 Proof
Spirits,SVEDKA,"SVEDKA Grapefruit Jalapeno Flavored Vodka, 1 L Bottle, 70 Proof",,1,L,1,,Bottle,SVEDKA Grapefruit Jalapeno Flavored Vodka a delivers sweet and tart natural grapefruit flavor with a hot and spicy jalapeno kick. Enjoy it chilled on the rocks or mixed into sweet cocktails.,"SVEDKA Grapefruit Jalapeno Flavored Vodka offers a pure, clear taste that can't be replicated. Sweet and tart naturally flavored grapefruit vodka with a hot and spicy jalapeno kick, it's delicious mixed into grapefruit drinks and countless vodka cocktails. Starting with Swedish winter wheat and the finest spring water, this 1 liter bottle of vodka is distilled five times to remove impurities. The result is smooth and easy drinking SVEDKA vodka with a balanced body, rounded sweetness and crisp finish. Enjoy this Swedish vodka on the rocks or prepare a Martini, Fuego or Dog Bite. BRING YOUR OWN SPIRIT. ENJOY RESPONSIBLY. � 2020 Spirits Marque One, San Francisco, CA. 35% alc. by vol. (70 proof)",One 1 L bottle of SVEDKA Grapefruit Jalapeno Flavored Vodka,,,,Infused with natural flavors of sweet and tart grapefruit and a hot and spicy jalapeno,"Delivers a pure, clear taste and a crisp finish with a spicy kick",Made with spring water and Swedish winter wheat and distilled five times to remove impurities,,"Ideal in a Martini, a Fuego, a Dog Bite or sweet cocktails",This 70 proof vodka is 35% alcohol by volume,,"Whatever it is that makes you unique, SVEDKA encourages you to bring it - BRING YOUR OWN SPIRIT","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Sweden,Sweden,ENJOY RESPONSIBLY.,"� 2020 Spirits Marque One, San Francisco, CA.  35% alc. by vol. (70 proof)",,,,http://images.salsify.com/image/upload/s--u8tDL0gy--/fbnqxk1k49o5rq8ojelw.png,,,,,,,, 70 Proof
Spirits,SVEDKA,"SVEDKA Clementine Flavored Vodka, 1 L Bottle, 70 Proof",,1,L,1,,Bottle,"SVEDKA Clementine Flavored Vodka is a smooth and easy drinking vodka infused with natural orange flavors and a subtle, rounded sweetness that's perfect for mixing into cocktails.","SVEDKA Clementine Flavored Vodka is infused with natural orange flavors, making a bold statement at your next party. This smooth and easy drinking orange vodka has a subtle, rounded sweetness that's ideal for mixing cocktails. Crafted using the finest spring water and Swedish winter wheat, this 1 liter bottle of vodka is distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving and the winter wheat, yeast, and water never stall or pool. The resulting Swedish vodka boasts a crisp finish with a balanced body, making it a crowd-pleasing choice. Enjoy this clementine vodka on the rocks, or use it to infuse orange flavor into a Bloody Sunrise and countless other vodka cocktails. BRING YOUR OWN SPIRIT. ENJOY RESPONSIBLY. � 2020 Spirits Marque One, San Francisco, CA. 35% alc. by vol. (70 proof)",One 1 L bottle of SVEDKA Clementine Flavored Vodka,,,,"Infused with natural orange flavor for a subtle, rounded sweetness",A crisp finish and balanced body make this SVEDKA vodka a crowd-pleasing choice,Made from spring water and Swedish winter wheat and distilled five times to remove impurities,,Perfect for an orange vodka drink like a Bloody Sunrise or countless sweet cocktails,This 70 proof vodka is 35% alcohol by volume,,"Whatever it is that makes you unique, SVEDKA encourages you to bring it - BRING YOUR OWN SPIRIT","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Sweden,Sweden,ENJOY RESPONSIBLY.,"� 2020 Spirits Marque One, San Francisco, CA.  35% alc. by vol. (70 proof)",,,,http://images.salsify.com/image/upload/s--D-KdyWsS--/m6nec8dqzb6mgnchou0e.png,,http://images.salsify.com/image/upload/s--45yX3l_3--/vrc49n5xupiewhozfeyh.png,,,,,, 70 Proof
Spirits,SVEDKA,"SVEDKA Strawberry Colada Flavored Vodka, 1 L Bottle, 70 Proof",,1,L,1,,Bottle,"SVEDKA Strawberry Colada Flavored Vodka delivers a decadent tropical blend of strawberry, pineapple and coconut naturally flavored vodka, ideal to drink chilled on its own or with spicy food.","SVEDKA Strawberry Colada Flavored Vodka is a seductive and sassy tropical vodka blend with decadent, natural flavors of sweet strawberry, cool coconut and fresh pineapple. Ideal on its own or in sweet cocktails, this Swedish vodka is made with the finest spring water and winter wheat and distilled five times to remove impurities, resulting in a bottle of vodka with a pure, clear taste and a crisp finish. This award-winning SVEDKA vodka is smooth and easy drinking, infused with flavors that perfectly complement seafood and spicy food. Enjoy this delicious vodka on the rocks or prepare a strawberry colada cosmo or countless other vodka cocktails. BRING YOUR OWN SPIRIT. ENJOY RESPONSIBLY. � 2020 Spirits Marque One, San Francisco, CA. 35% alc. by vol. (70 proof)",One 1 L bottle of SVEDKA Strawberry Colada Flavored Vodka,,,,Natural flavors of sweet strawberry with a tropical blend of cool coconut and fresh pineapple,Offers rounded sweetness and a crisp finish that make it ideal on its own or mixed into cocktails,Made with spring water and Swedish winter wheat and distilled five times to remove impurities,,Ideal in a strawberry colada cosmo and countless other vodka cocktails,This 70 proof vodka is 35% alcohol by volume,,"Whatever it is that makes you unique, SVEDKA encourages you to bring it - BRING YOUR OWN SPIRIT","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,Sweden,Sweden,ENJOY RESPONSIBLY.,"� 2020 Spirits Marque One, San Francisco, CA.  35% alc. by vol. (70 proof)",,,,http://images.salsify.com/image/upload/s--ccKPCZ6o--/ygvytfntpwh0wpes1jpw.png,,,,,,,, 70 Proof
